user_id,persona,subscription_type,subscription_status,completion_rate,workouts_per_week_min,workouts_per_week_max,duration_min,duration_max,heart_rate_min,heart_rate_max,current_streak_min,current_streak_max,longest_streak_min,longest_streak_max
100221,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100222,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100223,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100224,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100225,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100226,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100227,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100228,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100229,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100230,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100231,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100232,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100233,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100234,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100235,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100236,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100237,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100238,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100239,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100240,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100241,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100242,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100243,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100244,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100245,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100246,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100247,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100248,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100249,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100250,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100251,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100252,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100253,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100254,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100255,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100256,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100257,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100258,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100259,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100260,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100261,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100262,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100263,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100264,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100265,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100266,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100267,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100268,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100269,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100270,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100271,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100272,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100273,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100274,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100275,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100276,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100277,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100278,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100279,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100280,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100281,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100282,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100283,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100284,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100285,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100286,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100287,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100288,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100289,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100290,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100291,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100292,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100293,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100294,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100295,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100296,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100297,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100298,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100299,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100300,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100301,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100302,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100303,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100304,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100305,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100306,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100307,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100308,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100309,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100310,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100311,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100312,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100313,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100314,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100315,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100316,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100317,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100318,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100319,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100320,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100321,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100322,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100323,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100324,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100325,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100326,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100327,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100328,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100329,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100330,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100331,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100332,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100333,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100334,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100335,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100336,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100337,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100338,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
