user_id,subscription_type,status,join_date,renewal_date,monthly_price,auto_renew,billing_cycle
100122,Basic,Expired,2024-06-19,2025-12-23,9.99,False,Monthly
100123,Free,Expired,2024-09-23,2025-09-04,0.0,False,Monthly
100124,Basic,Active,2024-04-09,2026-02-14,9.99,True,Monthly
100125,Premium,Active,2025-10-04,2026-02-10,19.99,True,Monthly
100126,Basic,Active,2025-01-19,2025-12-24,9.99,True,Monthly
100127,Premium,Expired,2024-11-15,2025-11-02,19.99,False,Monthly
100128,Free,Expired,2024-12-06,2025-09-20,0.0,False,Monthly
100129,Free,Expired,2024-04-01,2025-08-03,0.0,False,Monthly
100130,Free,Active,2024-05-07,2026-01-30,0.0,True,Monthly
100131,Basic,Active,2024-08-26,2026-01-18,9.99,True,Monthly
100132,Premium,Active,2024-04-10,2025-12-29,19.99,True,Monthly
100133,Free,Active,2024-01-06,2026-02-22,0.0,True,Monthly
100134,Free,Cancelled,2024-03-20,2025-09-02,0.0,False,Monthly
100135,Premium,Active,2025-09-10,2026-01-23,19.99,True,Monthly
100136,Basic,Active,2024-07-22,2026-01-05,9.99,True,Monthly
100137,Premium,Active,2025-01-28,2026-02-19,19.99,True,Monthly
100138,Free,Active,2024-03-14,2026-01-16,0.0,True,Monthly
100139,Free,Cancelled,2024-09-28,2025-08-06,0.0,False,Monthly
100140,Premium,Active,2025-01-20,2026-01-24,19.99,True,Monthly
100141,Basic,Active,2024-09-09,2026-02-15,9.99,True,Monthly
100142,Basic,Active,2025-07-04,2025-12-26,9.99,True,Monthly
100143,Basic,Expired,2025-06-03,2025-09-08,9.99,False,Monthly
100144,Free,Expired,2024-03-02,2025-08-13,0.0,False,Monthly
100145,Basic,Active,2024-09-20,2026-01-23,9.99,True,Monthly
100146,Basic,Active,2025-08-16,2026-01-15,9.99,True,Monthly
100147,Basic,Expired,2024-07-29,2025-07-30,9.99,False,Monthly
100148,Free,Active,2025-04-01,2026-01-13,0.0,True,Monthly
100149,Basic,Active,2025-02-15,2025-12-29,9.99,True,Monthly
100150,Basic,Active,2025-11-20,2026-01-02,9.99,True,Monthly
100151,Free,Active,2025-11-02,2026-02-25,0.0,True,Monthly
100152,Free,Active,2024-11-06,2026-01-31,0.0,True,Monthly
100153,Basic,Active,2024-01-05,2026-02-18,9.99,True,Monthly
100154,Basic,Active,2024-09-19,2026-02-21,9.99,True,Monthly
100155,Premium,Active,2024-01-06,2026-01-16,19.99,True,Monthly
100156,Basic,Active,2025-04-30,2025-12-23,9.99,True,Monthly
100157,Basic,Active,2024-09-23,2025-12-26,9.99,True,Monthly
100158,Free,Active,2025-01-31,2026-01-21,0.0,True,Monthly
100159,Basic,Active,2024-12-16,2026-03-01,9.99,True,Monthly
100160,Basic,Active,2024-03-07,2026-01-23,9.99,True,Monthly
100161,Premium,Active,2025-06-02,2026-01-08,19.99,True,Monthly
100162,Free,Active,2024-02-16,2025-12-31,0.0,True,Monthly
100163,Basic,Active,2025-04-05,2025-12-27,9.99,True,Monthly
100164,Free,Expired,2024-10-15,2025-11-06,0.0,False,Monthly
100165,Free,Expired,2024-11-23,2025-09-03,0.0,False,Monthly
100166,Premium,Active,2024-03-28,2026-01-05,19.99,True,Monthly
100167,Basic,Active,2025-09-24,2026-01-29,9.99,True,Monthly
100168,Free,Active,2025-06-16,2025-12-22,0.0,True,Monthly
100169,Basic,Active,2025-02-07,2026-02-22,9.99,True,Monthly
100170,Premium,Active,2024-07-14,2026-01-09,19.99,True,Monthly
100171,Free,Cancelled,2025-04-13,2025-10-06,0.0,False,Monthly
100172,Free,Cancelled,2025-09-06,2025-11-03,0.0,False,Monthly
100173,Basic,Active,2024-05-06,2026-02-18,9.99,True,Monthly
100174,Free,Active,2024-10-30,2026-02-07,0.0,True,Monthly
100175,Free,Active,2025-04-22,2026-02-24,0.0,True,Monthly
100176,Premium,Expired,2024-06-30,2025-11-05,19.99,False,Monthly
100177,Premium,Active,2024-06-16,2026-02-27,19.99,True,Monthly
100178,Basic,Active,2025-07-09,2026-01-04,9.99,True,Monthly
100179,Basic,Active,2025-07-11,2026-02-23,9.99,True,Monthly
100180,Basic,Active,2024-12-05,2026-01-15,9.99,True,Monthly
100181,Free,Cancelled,2025-04-09,2025-09-18,0.0,False,Monthly
100182,Free,Active,2024-09-01,2026-01-02,0.0,True,Monthly
100183,Free,Cancelled,2025-11-04,2025-12-19,0.0,False,Monthly
100184,Premium,Active,2025-06-09,2026-01-03,19.99,True,Monthly
100185,Basic,Active,2024-10-10,2026-02-25,9.99,True,Monthly
100186,Basic,Active,2025-10-01,2026-02-03,9.99,True,Monthly
100187,Free,Active,2025-05-16,2026-01-15,0.0,True,Monthly
100188,Basic,Active,2025-03-22,2026-02-05,9.99,True,Monthly
100189,Premium,Active,2025-04-27,2026-02-23,19.99,True,Monthly
100190,Basic,Active,2025-01-10,2026-02-14,9.99,True,Monthly
100191,Basic,Active,2024-05-14,2026-01-31,9.99,True,Monthly
100192,Basic,Active,2025-08-15,2026-02-28,9.99,True,Monthly
100193,Basic,Active,2025-08-06,2026-01-18,9.99,True,Monthly
100194,Free,Cancelled,2025-05-06,2025-10-16,0.0,False,Monthly
100195,Basic,Active,2025-09-24,2026-01-30,9.99,True,Monthly
100196,Free,Cancelled,2024-04-14,2025-07-06,0.0,False,Monthly
100197,Free,Active,2024-03-07,2026-01-18,0.0,True,Monthly
100198,Premium,Active,2025-10-15,2026-02-17,19.99,True,Monthly
100199,Free,Cancelled,2025-10-31,2025-07-31,0.0,False,Monthly
100200,Free,Active,2024-03-04,2026-01-27,0.0,True,Monthly
100201,Free,Cancelled,2025-02-27,2025-11-11,0.0,False,Monthly
100202,Free,Active,2024-03-14,2026-01-25,0.0,True,Monthly
100203,Free,Expired,2025-05-15,2025-10-13,0.0,False,Monthly
100204,Premium,Active,2025-07-07,2026-02-14,19.99,True,Monthly
100205,Basic,Active,2024-03-13,2025-12-23,9.99,True,Monthly
100206,Basic,Active,2025-07-16,2026-01-30,9.99,True,Monthly
100207,Basic,Expired,2024-03-05,2025-07-13,9.99,False,Monthly
100208,Premium,Active,2025-07-15,2026-01-13,19.99,True,Monthly
100209,Basic,Active,2024-02-20,2026-01-01,9.99,True,Monthly
100210,Free,Expired,2025-06-10,2025-10-04,0.0,False,Monthly
100211,Basic,Active,2024-08-11,2026-02-23,9.99,True,Monthly
100212,Free,Active,2025-09-09,2026-01-02,0.0,True,Monthly
100213,Basic,Active,2025-08-16,2026-01-12,9.99,True,Monthly
100214,Basic,Active,2024-06-02,2026-01-27,9.99,True,Monthly
100215,Free,Expired,2024-03-26,2025-10-14,0.0,False,Monthly
100216,Free,Active,2024-05-22,2025-12-26,0.0,True,Monthly
100217,Free,Active,2025-07-26,2026-02-04,0.0,True,Monthly
100218,Free,Active,2025-02-01,2026-01-22,0.0,True,Monthly
100219,Premium,Active,2025-10-16,2025-12-22,19.99,True,Monthly
100220,Basic,Active,2024-10-26,2026-02-24,9.99,True,Monthly
100221,Free,Active,2025-01-20,2026-01-19,0.0,True,Monthly
100222,Free,Cancelled,2024-02-16,2025-11-29,0.0,False,Monthly
100223,Basic,Active,2025-09-17,2026-01-15,9.99,True,Monthly
100224,Free,Active,2024-05-01,2026-02-17,0.0,True,Monthly
100225,Premium,Active,2024-04-10,2026-02-28,19.99,True,Monthly
100226,Free,Expired,2025-04-03,2025-11-12,0.0,False,Monthly
100227,Basic,Active,2025-05-05,2026-02-06,9.99,True,Monthly
100228,Free,Cancelled,2024-09-19,2025-12-10,0.0,False,Monthly
100229,Premium,Active,2025-09-15,2026-01-23,19.99,True,Monthly
100230,Free,Cancelled,2025-06-12,2025-12-18,0.0,False,Monthly
100231,Premium,Active,2024-04-18,2026-02-07,19.99,True,Monthly
100232,Premium,Active,2024-12-05,2026-02-08,19.99,True,Monthly
100233,Free,Active,2025-11-25,2025-12-29,0.0,True,Monthly
100234,Free,Active,2024-04-10,2026-01-25,0.0,True,Monthly
100235,Basic,Expired,2024-11-10,2025-08-24,9.99,False,Monthly
100236,Premium,Active,2025-08-13,2026-02-09,19.99,True,Monthly
100237,Free,Active,2025-03-10,2026-02-16,0.0,True,Monthly
100238,Basic,Active,2024-05-21,2026-01-14,9.99,True,Monthly
100239,Free,Active,2024-01-23,2026-02-01,0.0,True,Monthly
100240,Free,Cancelled,2024-06-12,2025-09-07,0.0,False,Monthly
100241,Basic,Expired,2025-10-14,2025-12-08,9.99,False,Monthly
100242,Free,Cancelled,2025-03-15,2025-09-10,0.0,False,Monthly
100243,Basic,Active,2024-08-06,2026-01-07,9.99,True,Monthly
100244,Free,Expired,2024-03-07,2025-09-10,0.0,False,Monthly
100245,Basic,Active,2025-06-29,2026-02-23,9.99,True,Monthly
100246,Free,Active,2025-03-27,2025-12-21,0.0,True,Monthly
100247,Basic,Active,2025-08-27,2026-02-02,9.99,True,Monthly
100248,Basic,Expired,2025-05-29,2025-12-01,9.99,False,Monthly
100249,Free,Active,2025-04-19,2026-01-29,0.0,True,Monthly
100250,Basic,Active,2025-09-12,2026-02-07,9.99,True,Monthly
100251,Basic,Active,2025-09-05,2026-02-16,9.99,True,Monthly
100252,Free,Active,2025-06-16,2026-01-11,0.0,True,Monthly
100253,Premium,Active,2025-06-12,2026-02-10,19.99,True,Monthly
100254,Basic,Active,2025-09-28,2026-02-12,9.99,True,Monthly
100255,Free,Cancelled,2025-10-12,2025-10-04,0.0,False,Monthly
100256,Free,Cancelled,2024-11-12,2025-11-10,0.0,False,Monthly
100257,Premium,Active,2025-03-18,2026-01-16,19.99,True,Monthly
100258,Basic,Active,2024-09-01,2026-03-01,9.99,True,Monthly
100259,Basic,Expired,2025-08-06,2025-08-31,9.99,False,Monthly
100260,Free,Active,2025-02-27,2025-12-31,0.0,True,Monthly
100261,Free,Cancelled,2025-01-17,2025-11-26,0.0,False,Monthly
100262,Free,Cancelled,2024-12-01,2025-09-29,0.0,False,Monthly
100263,Basic,Active,2024-05-15,2026-02-02,9.99,True,Monthly
100264,Premium,Active,2024-06-25,2026-02-06,19.99,True,Monthly
100265,Free,Active,2024-04-01,2026-01-28,0.0,True,Monthly
100266,Free,Active,2025-02-18,2026-01-10,0.0,True,Monthly
100267,Free,Active,2025-01-31,2026-01-09,0.0,True,Monthly
100268,Free,Cancelled,2024-07-07,2025-08-29,0.0,False,Monthly
100269,Free,Cancelled,2025-11-06,2025-12-07,0.0,False,Monthly
100270,Premium,Active,2024-06-12,2026-01-26,19.99,True,Monthly
100271,Free,Active,2025-06-30,2025-12-31,0.0,True,Monthly
100272,Basic,Active,2025-06-28,2026-01-12,9.99,True,Monthly
100273,Free,Active,2024-01-18,2026-02-06,0.0,True,Monthly
100274,Free,Expired,2025-04-09,2025-11-22,0.0,False,Monthly
100275,Premium,Active,2025-09-27,2026-01-06,19.99,True,Monthly
100276,Premium,Active,2024-09-22,2026-02-11,19.99,True,Monthly
100277,Premium,Active,2024-04-04,2026-02-22,19.99,True,Monthly
100278,Free,Active,2025-01-25,2026-01-07,0.0,True,Monthly
100279,Basic,Active,2024-12-22,2026-01-21,9.99,True,Monthly
100280,Free,Expired,2024-10-12,2025-09-08,0.0,False,Monthly
100281,Free,Active,2025-01-24,2026-01-16,0.0,True,Monthly
100282,Basic,Active,2024-06-29,2026-02-12,9.99,True,Monthly
100283,Free,Active,2025-02-13,2026-01-27,0.0,True,Monthly
100284,Basic,Active,2024-02-24,2026-03-01,9.99,True,Monthly
100285,Basic,Active,2024-12-27,2026-01-29,9.99,True,Monthly
100286,Free,Expired,2024-08-26,2025-10-07,0.0,False,Monthly
100287,Free,Cancelled,2025-02-26,2025-12-23,0.0,False,Monthly
100288,Premium,Active,2024-05-13,2026-01-23,19.99,True,Monthly
100289,Basic,Active,2025-11-05,2026-02-28,9.99,True,Monthly
100290,Basic,Active,2025-01-17,2026-02-20,9.99,True,Monthly
100291,Premium,Active,2024-03-27,2026-02-09,19.99,True,Monthly
100292,Free,Cancelled,2025-01-18,2025-07-26,0.0,False,Monthly
100293,Free,Expired,2025-06-08,2025-07-20,0.0,False,Monthly
100294,Basic,Active,2024-11-22,2026-02-23,9.99,True,Monthly
100295,Free,Active,2025-01-07,2026-02-17,0.0,True,Monthly
100296,Free,Active,2024-01-09,2026-01-21,0.0,True,Monthly
100297,Basic,Active,2025-10-21,2026-02-28,9.99,True,Monthly
100298,Premium,Active,2025-05-05,2026-01-23,19.99,True,Monthly
100299,Premium,Active,2025-09-13,2026-02-01,19.99,True,Monthly
100300,Free,Cancelled,2024-10-19,2025-11-30,0.0,False,Monthly
100301,Free,Cancelled,2024-03-18,2025-10-13,0.0,False,Monthly
100302,Basic,Active,2024-07-23,2026-01-02,9.99,True,Monthly
100303,Free,Active,2025-09-30,2026-01-07,0.0,True,Monthly
100304,Free,Expired,2025-11-27,2025-09-15,0.0,False,Monthly
100305,Premium,Active,2024-09-20,2025-12-26,19.99,True,Monthly
100306,Premium,Active,2025-05-25,2026-01-03,19.99,True,Monthly
100307,Basic,Expired,2024-03-10,2025-09-18,9.99,False,Monthly
100308,Free,Active,2025-09-10,2026-01-29,0.0,True,Monthly
100309,Free,Expired,2025-07-25,2025-07-08,0.0,False,Monthly
100310,Free,Expired,2025-04-26,2025-07-19,0.0,False,Monthly
100311,Free,Cancelled,2024-11-16,2025-12-07,0.0,False,Monthly
100312,Basic,Active,2024-04-16,2026-01-27,9.99,True,Monthly
100313,Basic,Active,2024-05-25,2026-02-11,9.99,True,Monthly
100314,Premium,Active,2025-09-12,2026-02-05,19.99,True,Monthly
100315,Free,Cancelled,2024-05-17,2025-11-09,0.0,False,Monthly
100316,Free,Cancelled,2025-05-10,2025-12-10,0.0,False,Monthly
100317,Basic,Expired,2025-09-22,2025-08-06,9.99,False,Monthly
100318,Free,Active,2024-08-14,2026-02-27,0.0,True,Monthly
100319,Premium,Active,2024-05-12,2026-02-26,19.99,True,Monthly
100320,Free,Cancelled,2025-02-11,2025-10-06,0.0,False,Monthly
100321,Free,Expired,2025-03-27,2025-12-30,0.0,False,Monthly
100322,Free,Expired,2025-06-11,2025-11-30,0.0,False,Monthly
100323,Free,Active,2024-02-16,2025-12-21,0.0,True,Monthly
100324,Free,Cancelled,2024-09-29,2025-07-08,0.0,False,Monthly
100325,Premium,Active,2025-10-20,2025-12-29,19.99,True,Monthly
100326,Free,Active,2024-01-10,2026-02-09,0.0,True,Monthly
100327,Basic,Active,2024-12-17,2026-02-08,9.99,True,Monthly
100328,Free,Cancelled,2025-07-05,2025-11-02,0.0,False,Monthly
100329,Free,Active,2024-02-01,2026-01-03,0.0,True,Monthly
100330,Free,Cancelled,2025-11-24,2025-09-24,0.0,False,Monthly
100331,Free,Active,2024-02-17,2026-02-27,0.0,True,Monthly
100332,Basic,Active,2024-08-06,2026-02-16,9.99,True,Monthly
100333,Free,Expired,2025-02-16,2025-11-04,0.0,False,Monthly
100334,Premium,Active,2025-01-20,2026-01-30,19.99,True,Monthly
100335,Free,Expired,2024-03-18,2025-08-25,0.0,False,Monthly
100336,Free,Cancelled,2024-10-17,2025-12-01,0.0,False,Monthly
100337,Basic,Active,2025-05-12,2026-02-07,9.99,True,Monthly
100338,Free,Active,2025-01-20,2026-01-14,0.0,True,Monthly
100339,Basic,Active,2025-04-06,2026-01-08,9.99,True,Monthly
100340,Basic,Active,2024-01-21,2026-02-04,9.99,True,Monthly
100341,Free,Active,2024-12-15,2026-01-22,0.0,True,Monthly
100342,Basic,Expired,2024-02-12,2025-09-16,9.99,False,Monthly
100343,Premium,Active,2025-12-01,2026-01-02,19.99,True,Monthly
100344,Premium,Active,2025-01-03,2026-02-01,19.99,True,Monthly
100345,Basic,Active,2025-07-25,2026-02-12,9.99,True,Monthly
100346,Free,Cancelled,2024-08-29,2025-12-03,0.0,False,Monthly
100347,Free,Expired,2024-01-10,2025-12-17,0.0,False,Monthly
100348,Basic,Active,2024-02-24,2026-02-08,9.99,True,Monthly
100349,Free,Active,2024-01-29,2026-01-17,0.0,True,Monthly
100350,Basic,Active,2025-08-27,2026-01-23,9.99,True,Monthly
100351,Free,Expired,2024-06-19,2025-10-13,0.0,False,Monthly
100352,Basic,Active,2024-04-07,2026-02-05,9.99,True,Monthly
100353,Free,Cancelled,2025-11-19,2025-08-05,0.0,False,Monthly
100354,Premium,Active,2024-12-07,2026-01-11,19.99,True,Monthly
100355,Free,Expired,2024-01-03,2025-08-13,0.0,False,Monthly
100356,Premium,Active,2024-04-29,2026-01-29,19.99,True,Monthly
100357,Free,Expired,2025-09-10,2025-11-12,0.0,False,Monthly
100358,Basic,Active,2025-03-19,2026-01-17,9.99,True,Monthly
100359,Premium,Active,2024-09-29,2026-01-17,19.99,True,Monthly
100360,Basic,Active,2025-02-18,2026-01-10,9.99,True,Monthly
100361,Free,Expired,2024-01-28,2025-10-21,0.0,False,Monthly
100362,Basic,Active,2025-10-15,2025-12-29,9.99,True,Monthly
100363,Free,Cancelled,2025-07-28,2025-11-14,0.0,False,Monthly
100364,Basic,Active,2025-01-31,2025-12-22,9.99,True,Monthly
100365,Basic,Active,2024-12-06,2026-02-01,9.99,True,Monthly
100366,Free,Cancelled,2025-01-26,2025-09-13,0.0,False,Monthly
100367,Basic,Active,2024-06-19,2026-01-22,9.99,True,Monthly
100368,Free,Active,2025-04-06,2025-12-30,0.0,True,Monthly
100369,Premium,Active,2025-05-26,2026-01-21,19.99,True,Monthly
100370,Free,Expired,2024-11-26,2025-07-22,0.0,False,Monthly
100371,Basic,Expired,2024-09-23,2025-10-07,9.99,False,Monthly
100372,Free,Active,2025-03-18,2026-01-11,0.0,True,Monthly
100373,Free,Active,2024-06-08,2026-01-13,0.0,True,Monthly
100374,Free,Expired,2024-11-29,2025-07-13,0.0,False,Monthly
100375,Basic,Active,2024-01-16,2026-01-29,9.99,True,Monthly
100376,Premium,Active,2024-08-27,2025-12-28,19.99,True,Monthly
100377,Free,Active,2025-07-15,2026-01-12,0.0,True,Monthly
100378,Basic,Active,2024-06-07,2026-02-19,9.99,True,Monthly
100379,Basic,Expired,2024-05-08,2025-11-13,9.99,False,Monthly
100380,Free,Active,2025-05-10,2026-01-28,0.0,True,Monthly
100381,Free,Active,2025-10-18,2026-02-05,0.0,True,Monthly
100382,Basic,Active,2024-01-27,2026-01-04,9.99,True,Monthly
100383,Basic,Active,2024-09-23,2026-01-20,9.99,True,Monthly
100384,Basic,Active,2024-05-25,2025-12-29,9.99,True,Monthly
100385,Basic,Expired,2024-12-12,2025-11-30,9.99,False,Monthly
100386,Basic,Active,2024-05-13,2026-02-08,9.99,True,Monthly
100387,Premium,Active,2024-09-14,2026-01-10,19.99,True,Monthly
100388,Basic,Active,2024-01-25,2026-02-27,9.99,True,Monthly
100389,Free,Expired,2025-05-10,2025-07-30,0.0,False,Monthly
100390,Free,Active,2025-09-06,2026-02-15,0.0,True,Monthly
100391,Free,Expired,2025-05-08,2025-07-08,0.0,False,Monthly
100392,Free,Active,2025-02-16,2025-12-31,0.0,True,Monthly
100393,Basic,Expired,2024-05-17,2025-10-31,9.99,False,Monthly
100394,Basic,Active,2025-01-25,2026-01-23,9.99,True,Monthly
100395,Premium,Active,2024-12-29,2025-12-26,19.99,True,Monthly
100396,Basic,Active,2024-03-17,2026-01-03,9.99,True,Monthly
